ZIP_CODE,PO_NAME,STATE,lat,lng,Shape_Leng,Shape_Area,zip_code_l
75471,Pickton,TX,33.0429993065,-95.3873658397,0.862669819845,0.0155916254433,75471
75472,Point,TX,32.8970232166,-95.8687062698,1.50032996627,0.0239551834978,75472
75473,Powderly,TX,33.8033374284,-95.5103716437,0.813365980388,0.0171542222097,75473
75474,Quinlan,TX,32.9177225693,-96.1049725646,1.34914223719,0.0330029961116,75474
75476,Ravenna,TX,33.7105655627,-96.243930778,0.651232325643,0.012271611458,75476
75477,Roxton,TX,33.5280189079,-95.7449879813,0.958616859597,0.0190962271241,75477
75478,Saltillo,TX,33.1772449472,-95.3562356763,0.726640041813,0.0125233657903,75478
75479,Savoy,TX,33.6301632985,-96.3332346559,0.811438301441,0.0122204373802,75479
75480,Scroggins,TX,33.0132128574,-95.1907930813,0.786323265067,0.00954738797638,75480
75481,Sulphur Bluff,TX,33.3161116369,-95.3736549002,0.762430292382,0.0141324026393,75481
75482,Sulphur Springs,TX,33.170528377,-95.6018695458,2.15426378342,0.0767898949378,75482
75486,Sumner,TX,33.7596059141,-95.7493709411,1.61265453401,0.0283360304694,75486
75487,Talco,TX,33.3445528528,-95.0604925748,2.68761543161,0.0383855522529,75487
75488,Telephone,TX,33.7801037887,-95.9913731547,1.21938848429,0.0314433526715,75488
75489,Tom Bean,TX,33.5180988996,-96.4820189485,0.114749027662,0.000286510032962,75489
75490,Trenton,TX,33.4348715852,-96.3030065142,0.687517029446,0.00898216917895,75490
75491,Whitewright,TX,33.4978807684,-96.3969656128,1.28771980661,0.0252912750154,75491
75492,Windom,TX,33.5835469906,-96.0023570888,0.703578923036,0.0112784782296,75492
75493,Winfield,TX,33.1379868314,-95.0772680549,0.305047508593,0.0041635680763,75493
75494,Winnsboro,TX,32.8993207923,-95.2574012343,1.80135907793,0.0548576244723,75494
75495,Van Alstyne,TX,33.4299304339,-96.547429067,0.877308789205,0.0171955644704,75495
75496,Wolfe City,TX,33.3647532566,-96.0636290374,1.18080367036,0.0310081819646,75496
75497,Yantis,TX,32.9221424171,-95.5746128672,0.848872391842,0.0209529479864,75497
75501,Texarkana,TX,33.3661013847,-94.1273702286,1.35540578517,0.0268241179645,75501
75503,Texarkana,TX,33.5122582809,-94.1190552839,0.791462771072,0.017684021715,75503
75550,Annona,TX,33.5133797332,-94.8887998408,0.983692315276,0.0206555812274,75550
75551,Atlanta,TX,33.1029266743,-94.1960724702,1.2389879083,0.0389467162301,75551
75554,Avery,TX,33.5613628222,-94.7985551664,1.302799121,0.0286376684666,75554
75555,Bivins,TX,32.9514510599,-94.1474896037,0.838012758655,0.0279734879447,75555
75556,Bloomburg,TX,33.1426990809,-94.0646169157,0.371847470787,0.00468767000401,75556
75558,Cookville,TX,33.2471918099,-94.8589493637,0.67072074322,0.0111015951516,75558
75559,De Kalb,TX,33.5043723259,-94.6416674433,3.03935479959,0.0781606615984,75559
75560,Douglassville,TX,33.1999044285,-94.3567206896,1.23765975537,0.0243876228574,75560
75561,Hooks,TX,33.4819285108,-94.2658064187,1.01982570163,0.024565593742,75561
75563,Linden,TX,33.0102594404,-94.3873962611,1.4533466448,0.0449197243436,75563
75566,Marietta,TX,33.1798573402,-94.4846926916,1.02524842839,0.0154752257841,75566
75567,Maud,TX,33.3248542276,-94.3137990225,0.993740373632,0.0220632990372,75567
75568,Naples,TX,33.1892452877,-94.6108883546,1.2851939473,0.0278805231871,75568
75569,Nash,TX,33.4421070738,-94.1286990793,0.182890566626,0.000875217738316,75569
75570,New Boston,TX,33.4586766101,-94.4348712203,1.29809981824,0.038885847156,75570
75571,Omaha,TX,33.1895750719,-94.7611223659,1.08324032136,0.0272518359809,75571
75572,Queen City,TX,33.2324839393,-94.1382845642,1.02461702652,0.0219609668927,75572
75574,Simms,TX,33.325243706,-94.5566549086,1.1939626634,0.0241083470217,75574
75601,Longview,TX,32.5087713341,-94.7250245425,0.273704124457,0.00221565552289,75601
75602,Longview,TX,32.4560268631,-94.653477913,0.700071859765,0.0140403092241,75602
75603,Longview,TX,32.4036234724,-94.712391938,0.757438982781,0.0129520865628,75603
75604,Longview,TX,32.5144194543,-94.8290442185,0.957853478047,0.0111136585667,75604
75605,Longview,TX,32.5820789223,-94.7210010778,0.905965110727,0.0201509537592,75605
75630,Avinger,TX,32.8776320071,-94.5599629521,1.41669051243,0.0315306544107,75630
75631,Beckville,TX,32.2566045991,-94.4497729091,1.0669423821,0.0315952947302,75631
75633,Carthage,TX,32.1247866223,-94.2824104988,1.92701531611,0.0809553986518,75633
75638,Daingerfield,TX,33.0162863348,-94.7368799035,1.11859109391,0.0212198432869,75638
75639,De Berry,TX,32.281496748,-94.1649741116,1.28269197578,0.0427581118054,75639
75640,Diana,TX,32.709311206,-94.6834599826,0.900066155884,0.0220590580425,75640
75643,Gary,TX,32.01003315,-94.3548717542,0.796873558756,0.0187900957357,75643
75644,Gilmer,TX,32.7919529704,-94.9973141838,1.35931192208,0.0444738214714,75644
75645,Gilmer,TX,32.6890754815,-94.8734477808,1.34025720182,0.0364930840945,75645
75647,Gladewater,TX,32.517733638,-94.9646386554,1.13017367055,0.022468292568,75647
75650,Hallsville,TX,32.5226098859,-94.5550814985,1.22562524068,0.0290173661205,75650
75651,Harleton,TX,32.6714188115,-94.5250522069,0.735683235563,0.0129608496658,75651
75652,Henderson,TX,32.2322845046,-94.7292912116,1.44768135946,0.0435635470211,75652
75654,Henderson,TX,32.0877248448,-94.8232763548,1.63223602316,0.0501991761777,75654
75656,Hughes Springs,TX,33.0254110734,-94.5886407889,1.19175672141,0.0231847061148,75656
75657,Jefferson,TX,32.7929680217,-94.3006035943,2.19536882605,0.0959123402098,75657
75661,Karnack,TX,32.6339158124,-94.1482548439,1.18742640973,0.0334999731293,75661
75662,Kilgore,TX,32.3823496582,-94.8716328857,1.42773640747,0.0331306046516,75662
75667,Laneville,TX,31.9734257584,-94.8611638174,0.984085400248,0.0225010318317,75667
75668,Lone Star,TX,32.9088154895,-94.6853098677,0.649364031529,0.00658896025772,75668
75669,Long Branch,TX,32.0266890266,-94.5554685886,0.761993443594,0.016100018628,75669
75670,Marshall,TX,32.5684456397,-94.4244372447,1.32546716313,0.0314428945464,75670
75672,Marshall,TX,32.4678263094,-94.2938101047,1.58862933012,0.0609350781113,75672
75681,Mount Enterprise,TX,31.9353694702,-94.690612526,1.23665556505,0.0343954012781,75681
75683,Ore City,TX,32.8263187535,-94.7444922835,0.858799169337,0.0165381263665,75683
75684,Overton,TX,32.2708731938,-94.936781789,1.03714513361,0.0235924477788,75684
75686,Pittsburg,TX,32.9670872456,-94.9463477344,2.17687283133,0.0590075306439,75686
75687,Price,TX,32.1188373743,-94.9593729485,0.165424126702,0.000506219478562,75687
75689,Selman City,TX,32.1858498097,-94.9809374662,0.0581877511236,0.000167767638246,75689
75691,Tatum,TX,32.3121884935,-94.5623104598,0.992793797391,0.0234568547154,75691
75692,Waskom,TX,32.4728632448,-94.1203590022,0.949318758831,0.0234780086446,75692
75693,White Oak,TX,32.5349614096,-94.8628607642,0.278235015651,0.00244892599192,75693
75701,Tyler,TX,32.3234706615,-95.2986537362,0.338549430602,0.0033897431813,75701
75702,Tyler,TX,32.3644179765,-95.3114221276,0.362177166873,0.00343647052395,75702
75703,Tyler,TX,32.2401041576,-95.3244711193,0.915069260622,0.0141607680894,75703
75704,Tyler,TX,32.4045707946,-95.4409832782,0.786389753919,0.0160484175128,75704
75705,Tyler,TX,32.3559610238,-95.0987419733,0.927622854418,0.0082874527412,75705
75706,Tyler,TX,32.4615608223,-95.3108633161,1.10788523111,0.0173377555261,75706
75707,Tyler,TX,32.3021463283,-95.1738571422,1.16658028925,0.0149810299568,75707
75708,Tyler,TX,32.4165961971,-95.2132595368,0.769678735609,0.0122981839893,75708
75709,Tyler,TX,32.3140684884,-95.3908895722,0.426699988373,0.00540753117828,75709
75750,Arp,TX,32.2709009721,-95.0748927911,0.73713979083,0.0117289389361,75750
75751,Athens,TX,32.0913353118,-95.9125131732,1.76896486568,0.0400783908386,75751
75752,Athens,TX,32.2438526904,-95.8063344581,1.69134599768,0.0360898696702,75752
75754,Ben Wheeler,TX,32.4235355033,-95.6654123937,1.12976228222,0.0320068952408,75754
75755,Big Sandy,TX,32.6295286586,-95.0835638838,1.22260881858,0.0244748686059,75755
75756,Brownsboro,TX,32.3012034694,-95.5965521078,0.815730462368,0.0159347180384,75756
75757,Bullard,TX,32.1185701067,-95.3537294443,1.11197915896,0.0200322686996,75757
75758,Chandler,TX,32.274710502,-95.514281646,1.33690689176,0.0171459789329,75758
75760,Cushing,TX,31.8094857313,-94.8563046588,1.38511283061,0.033232396843,75760
75762,Flint,TX,32.2155716781,-95.4136183892,0.967803923319,0.0123274227773,75762
75763,Frankston,TX,32.0460734412,-95.5277445161,1.03769396196,0.0290173704193,75763
75765,Hawkins,TX,32.6455229222,-95.2377186551,1.20423416601,0.0285201538375,75765
75766,Jacksonville,TX,31.9530613803,-95.2488623654,2.31995399434,0.0772116145142,75766
75770,Larue,TX,32.1393948373,-95.6492266359,0.900451771108,0.030162035999,75770
75771,Lindale,TX,32.5356252729,-95.4273828992,1.46424930976,0.0397530371,75771
75773,Mineola,TX,32.6803066717,-95.4478833087,1.70435968284,0.0428187560642,75773
75778,Murchison,TX,32.3019991917,-95.7108758616,0.809780098355,0.0132483523235,75778
75783,Quitman,TX,32.8217999333,-95.4252700087,1.30886369332,0.0326563654098,75783
75784,Reklaw,TX,31.8991865098,-94.9781991071,0.346967890541,0.00409508517499,75784
75785,Rusk,TX,31.7802546865,-95.1815125198,2.52746031096,0.0732047235553,75785
75789,Troup,TX,32.1080625476,-95.1017037341,1.41661586135,0.0479451423567,75789
75790,Van,TX,32.5266298544,-95.6442643457,0.64833855268,0.00949013432734,75790
75791,Whitehouse,TX,32.2241961776,-95.221470393,0.548871563374,0.00963910465836,75791
75792,Winona,TX,32.4707948766,-95.1112229723,1.1310030591,0.0215314596403,75792
75798,Tyler,TX,32.3349127507,-95.2829686599,0.0204994313217,0.0000185814263905,75798
75799,Tyler,TX,32.315748207,-95.2507311754,0.0285298972979,0.0000454171923276,75799
75801,Palestine,TX,31.7361317116,-95.5488365159,2.1380203797,0.0521931396205,75801
75803,Palestine,TX,31.8814890236,-95.6619481998,2.40870548106,0.0816437188845,75803
75831,Buffalo,TX,31.458376922,-96.031559305,1.80307588072,0.0578498774792,75831
75833,Centerville,TX,31.2705887998,-95.8558995847,1.98183489132,0.066395123093,75833
75835,Crockett,TX,31.2833533038,-95.4941939994,2.70886373359,0.113007750552,75835
75838,Donie,TX,31.475997677,-96.2492025289,0.483491066001,0.00707841291091,75838
75839,Elkhart,TX,31.6162817879,-95.5463539939,1.81013027671,0.0419649504727,75839
75840,Fairfield,TX,31.7894931242,-96.0962565562,2.21679947804,0.072856398156,75840
75844,Grapeland,TX,31.5069804492,-95.4210049737,2.45573016752,0.0942421807396,75844
75845,Groveton,TX,31.0820741349,-95.0881076007,2.26473237945,0.082220036389,75845
75846,Jewett,TX,31.3586697461,-96.1925730892,2.00319965057,0.0358800491982,75846
75847,Kennard,TX,31.343630623,-95.1484132567,1.47172061337,0.0555227761925,75847
75850,Leona,TX,31.1367412512,-95.9160637574,0.793607581852,0.0153867100985,75850
75851,Lovelady,TX,31.0904567821,-95.5209923093,1.4379118176,0.0549859181298,75851
75852,Midway,TX,31.006572546,-95.7471431236,1.5054617223,0.0350297172569,75852
75853,Montalba,TX,31.9350720002,-95.8130354128,0.954986930324,0.0176783049235,75853
75855,Oakwood,TX,31.5613573624,-95.8684808197,2.61470396957,0.0760763171417,75855
75856,Pennington,TX,31.1807696678,-95.1937498073,0.474314048174,0.00438902244004,75856
75859,Streetman,TX,31.8842312255,-96.2569125868,1.22741664724,0.0315209895309,75859
75860,Teague,TX,31.6162631237,-96.2494041429,1.3966711907,0.0437367298494,75860
75861,Tennessee Colony,TX,31.8611925959,-95.8970579791,1.56871259592,0.034479612379,75861
75862,Trinity,TX,30.977384934,-95.3375936283,1.96479484073,0.0639405040046,75862
75901,Lufkin,TX,31.3163520434,-94.653286337,1.58402784002,0.0377840020789,75901
75904,Lufkin,TX,31.3404793327,-94.815142439,1.28893242377,0.0341044519526,75904
75925,Alto,TX,31.6180452277,-95.0546169059,1.68539600588,0.0522980880858,75925
75926,Apple Springs,TX,31.2581731651,-94.9755139839,1.20679367194,0.0301921388194,75926
75928,Bon Wier,TX,30.6738067324,-93.7139686837,0.930722571261,0.024110961432,75928
75929,Broaddus,TX,31.2390759242,-94.1887906564,1.49737654835,0.0435877536721,75929
75930,Bronson,TX,31.3391627889,-94.0212684534,1.65808927381,0.0388173988898,75930
75931,Brookeland,TX,31.1030651025,-93.9935803599,1.04050740868,0.0231277212121,75931
75932,Burkeville,TX,31.0098542643,-93.6187879336,2.15532087466,0.0487592854672,75932
75933,Call,TX,30.5195329046,-93.809148521,1.03123662339,0.0339490837755,75933
75935,Center,TX,31.7391573724,-94.1905026515,2.01829716603,0.0802199283061,75935
75936,Chester,TX,30.9630642728,-94.5482655039,1.20035434925,0.0344416559904,75936
75937,Chireno,TX,31.4750176499,-94.4127832505,1.42569108917,0.0287127620466,75937
75938,Colmesneil,TX,30.9286815315,-94.3322756057,1.3446945255,0.0389264260153,75938
75939,Corrigan,TX,31.0246045372,-94.7767591324,1.49771470858,0.0530588633008,75939
75941,Diboll,TX,31.1740439409,-94.7529395689,0.958015104372,0.0234920527535,75941
75943,Douglass,TX,31.6570104168,-94.8831597726,0.991827490835,0.0177564958681,75943
75944,Etoile,TX,31.3369977941,-94.3851695169,0.916539755401,0.0150354642169,75944
75946,Garrison,TX,31.8166207741,-94.5218791272,1.5431667306,0.0325436878054,75946
75948,Hemphill,TX,31.2954302109,-93.7762482451,1.72046526627,0.0712007021539,75948
75949,Huntington,TX,31.2278386551,-94.5220673753,1.91939789784,0.053262059593,75949
75951,Jasper,TX,30.9337745985,-94.067553059,2.10444365454,0.0995771260939,75951
75954,Joaquin,TX,31.922951133,-94.0543990281,1.17502936481,0.0298591585836,75954
75956,Kirbyville,TX,30.6744134381,-93.9789128853,1.71044408788,0.0555195934564,75956
75959,Milam,TX,31.5127424494,-93.8420633024,1.04525931796,0.0192255573414,75959
75960,Moscow,TX,30.927161773,-94.8978959754,1.39501672391,0.0230036908123,75960
75961,Nacogdoches,TX,31.5712974217,-94.5122219874,2.22336818504,0.0591550073184,75961
75962,Nacogdoches,TX,31.6197732165,-94.6471447653,0.0342886667729,0.0000682628898564,75962
75964,Nacogdoches,TX,31.6250427723,-94.7461832221,1.56806878365,0.0554103714011,75964
75965,Nacogdoches,TX,31.7273660881,-94.6171797956,1.09257397296,0.0203259127929,75965
75966,Newton,TX,30.8371905616,-93.7588683746,1.54249021062,0.0544064507331,75966
75968,Pineland,TX,31.2450636237,-93.9653014487,0.866226536916,0.0171812652287,75968
75969,Pollok,TX,31.4393231165,-94.8872634329,0.929224315422,0.0191934768518,75969
75972,San Augustine,TX,31.4966635772,-94.1504405096,2.42832920238,0.0901506264351,75972
75973,Shelbyville,TX,31.7117169946,-93.937982176,1.49190384847,0.0531933129415,75973
75974,Tenaha,TX,31.9468894729,-94.2401116972,1.01997601029,0.0224201741909,75974
75975,Timpson,TX,31.8864750613,-94.4070375781,1.46911541375,0.0356240594099,75975
75976,Wells,TX,31.5085518783,-95.0094489022,1.171253149,0.0131970062152,75976
75977,Wiergate,TX,31.0689514113,-93.7924798383,1.00086238743,0.0388567887525,75977
75979,Woodville,TX,30.778456382,-94.3937945807,1.93442805026,0.0727523550411,75979
75980,Zavalla,TX,31.1335167907,-94.3536328445,1.48622613668,0.04674254311,75980
76001,Arlington,TX,32.6304325606,-97.153274476,0.249692322865,0.00259601261036,76001
76002,Arlington,TX,32.6222457356,-97.0916090539,0.21577696222,0.00187787080423,76002
76005,Arlington,TX,32.7996741956,-97.0895354932,0.0858646876111,0.000295540030917,76005
76006,Arlington,TX,32.789392844,-97.0869167733,0.316830453389,0.00215885409491,76006
76008,Aledo,TX,32.6938510288,-97.6239513275,1.18232866483,0.0163459324788,76008
76009,Alvarado,TX,32.4164573208,-97.2032268783,1.03206137195,0.0260290170061,76009
76010,Arlington,TX,32.7226875261,-97.0802046484,0.2413032105,0.00221338371552,76010
76011,Arlington,TX,32.754321155,-97.082403955,0.24880724683,0.00206702870582,76011
76012,Arlington,TX,32.7599054561,-97.1378199396,0.286674055854,0.00240013247315,76012
76013,Arlington,TX,32.7202927344,-97.1567736387,0.24537235917,0.00234003898737,76013
76014,Arlington,TX,32.6929813761,-97.0886490902,0.166001504391,0.00135668880148,76014
76015,Arlington,TX,32.691966778,-97.1331960944,0.14430374502,0.00106949878303,76015
76016,Arlington,TX,32.6899271661,-97.1914219964,0.274779381561,0.0026261176006,76016
76017,Arlington,TX,32.6623933095,-97.1626679579,0.305777917409,0.0026924877851,76017
76018,Arlington,TX,32.6613237749,-97.0883570718,0.202980575136,0.00199103236735,76018
76019,Arlington,TX,32.7289505015,-97.1162402819,0.0159298521637,0.0000113804238144,76019
76020,Azle,TX,32.9039276461,-97.5612465162,1.07606528995,0.0177744909065,76020
76021,Bedford,TX,32.8523439274,-97.1314734124,0.208742054313,0.00183889660096,76021
76022,Bedford,TX,32.8304813189,-97.1450635018,0.134018245789,0.00065327958744,76022
76023,Boyd,TX,33.0493893537,-97.6065609129,0.762650145661,0.0130861072459,76023
76028,Burleson,TX,32.5255988499,-97.3042194634,0.97021519043,0.0193600954817,76028
76031,Cleburne,TX,32.3513605731,-97.333280619,1.13168994724,0.0173762843923,76031
76033,Cleburne,TX,32.2909125978,-97.5242301257,2.03098744576,0.0463447916799,76033
76034,Colleyville,TX,32.8912119524,-97.1479696687,0.351790313293,0.00331311266284,76034
76035,Cresson,TX,32.5508481506,-97.6435680567,0.721545553898,0.00935844297416,76035
76036,Crowley,TX,32.5731663755,-97.4204979312,0.664705723368,0.0126964429,76036
76039,Euless,TX,32.8598178156,-97.0825861119,0.20693007589,0.00163491207051,76039
76040,Euless,TX,32.8208634938,-97.1048048379,0.306918687642,0.00204504498755,76040
76041,Forreston,TX,32.2442230641,-96.8608506787,0.381463130145,0.00329761260915,76041
76043,Glen Rose,TX,32.212359459,-97.7717820185,1.13317622694,0.0271349177189,76043
76044,Godley,TX,32.4433891013,-97.5403811415,1.02634809464,0.0257332745073,76044
76048,Granbury,TX,32.4148632666,-97.8040885309,1.57225657541,0.0277845327815,76048
76049,Granbury,TX,32.4638843872,-97.7062975972,1.12964496734,0.0261241919236,76049
76050,Grandview,TX,32.2744952717,-97.1680078549,1.3935699931,0.0336417704791,76050
76051,Grapevine,TX,32.9423658868,-97.0796878605,0.515158270514,0.00636014987979,76051
76052,Haslet,TX,32.978590842,-97.3807905488,0.533982002839,0.00986849726363,76052
76053,Hurst,TX,32.8172605293,-97.1793661346,0.253720318869,0.00204539462784,76053
76054,Hurst,TX,32.8594646569,-97.1778515597,0.196182168423,0.000953089317429,76054
76055,Itasca,TX,32.1660756428,-97.1420432472,0.908477417767,0.0189047363528,76055
76058,Joshua,TX,32.4639157681,-97.4186394837,0.832295911342,0.0120308691057,76058
76059,Keene,TX,32.3923831229,-97.3298421177,0.160098302869,0.000592187674554,76059
76060,Kennedale,TX,32.6413087033,-97.2131575544,0.250644772389,0.00155742911631,76060
76063,Mansfield,TX,32.5707470014,-97.1414242504,0.716298833944,0.0128593969611,76063
76064,Maypearl,TX,32.3071108668,-97.0333382237,0.499172047982,0.00551542848039,76064
76065,Midlothian,TX,32.4651265645,-96.9901194945,1.01261954724,0.028459918607,76065
76066,Millsap,TX,32.7064640308,-98.0084658658,1.13865453188,0.0213569218389,76066
76067,Mineral Wells,TX,32.7938618351,-98.125904004,1.45490154521,0.0359623281684,76067
76070,Nemo,TX,32.2456042992,-97.6379081866,0.551374585222,0.00709673772574,76070
76071,Newark,TX,33.0067447498,-97.4838467773,0.381664989419,0.0031925727343,76071
76073,Paradise,TX,33.1033684648,-97.7282460284,1.0159801421,0.0224566953825,76073
76077,Rainbow,TX,32.2788021128,-97.7093735778,0.266557264165,0.00229995815734,76077
76078,Rhome,TX,33.0960588667,-97.4744930758,0.959923331481,0.0195710406977,76078
76082,Springtown,TX,32.9708886548,-97.7190125237,1.19637446985,0.0249497127925,76082
76084,Venus,TX,32.4352981248,-97.0907304678,0.701151432182,0.0114058516236,76084
76085,Weatherford,TX,32.8498244761,-97.7020478383,0.897880463686,0.016425000356,76085
76086,Weatherford,TX,32.7541776998,-97.7914939442,0.44042977792,0.00357748013059,76086
76087,Weatherford,TX,32.6621427477,-97.7825587739,2.68107291022,0.0587976845921,76087
76088,Weatherford,TX,32.8447637594,-97.9071306083,1.71269601924,0.0416198862174,76088
76092,Southlake,TX,32.9585091434,-97.1487051835,0.444447664049,0.00624189580063,76092
76093,Rio Vista,TX,32.2190901856,-97.3958299588,0.695334777314,0.00875165999989,76093
76102,Fort Worth,TX,32.7588911645,-97.3291759641,0.217830645956,0.00118091075995,76102
